"LOCUSTAG","GENE","EXP_70_TestInt","EXP_70_CntlInt","EXP_71_TestInt","EXP_71_CntlInt","EXP_72_TestInt","EXP_72_CntlInt","EXP_73_TestInt","EXP_73_CntlInt","EXP_74_TestInt","EXP_74_CntlInt","EXP_75_TestInt","EXP_75_CntlInt","EXP_76_TestInt","EXP_76_CntlInt","EXP_77_TestInt","EXP_77_CntlInt","EXP_78_TestInt","EXP_78_CntlInt","EXP_79_TestInt","EXP_79_CntlInt","EXP_80_TestInt","EXP_80_CntlInt","mean_exp","stdev_exp","RSD"
"b1221","narL",2314.524,3564.54,4367.222,2215.628,5244.175,5402.832,5826.848,4729.592,2528.384,1158.466,4544.797,2740.076,1538.171,572.448,1501.304,760.076,179.023,197.814,168.371,187.728,5466.872,4524.366,2715.14804545455,1637.39113031266,0.603057771768222
"b1222","narX",2161.025,1831.107,3428.828,3636.916,4822.281,9531.582,4969.896,7196.102,1304.246,993.93,2536.283,2290.584,845.699,989.119,825.143,932.849,1666.378,1262.003,527.856,440.195,4504.028,4127.35,2764.7,2038.12776961104,0.737196719214035
"b1223","narK",5906.141,2262.967,2805.418,4666.095,4683.918,12966.487,4508.713,11063.345,1255.025,2100.475,2611.205,4358.15,549.129,1000.843,667.905,1231.755,9108.514,2318.539,4355.13,975.163,3280.045,2869.334,3888.37709090909,2941.5483573481,0.756497708060608
"b1224","narG",2064.39,1898.31,3330.447,3246.119,3721.065,5612.781,3841.622,4746.012,1479.609,1623.622,2875.306,1900.944,630.783,1010.603,672.551,988.091,8581.416,2738.177,4449.724,1361.046,3531.34,4090.326,2927.01290909091,1536.68044705346,0.52499954553693
"b1225","narH",2901.333,1610.731,2285.034,3401.605,3581.877,10642.135,3911.483,8355.439,785.246,843.942,2219.471,1934.842,597.999,994.619,515.383,850.696,16803.801,6292.859,7501.69,2558.354,3422.892,2971.55,3862.86277272727,3617.46735104139,0.936473171291914
"b1226","narJ",2111.423,2352.534,3812.443,4574.822,3443.118,5171.976,2782.18,4718.132,986.38,1224.519,2471.207,2963.323,558.727,924.161,574.236,780.633,1480.122,1275.193,1023.29,607.609,2903.344,2446.494,2235.72118181818,1169.79834176761,0.523230871219945
"b1227","narI",3599.298,2026.115,2524.007,3223.696,4779.023,7493.895,5081.364,7798.603,1728.734,1450.666,3415.782,3134.457,729.114,672.784,834.923,942.599,2457.541,1914.829,1138.564,873.704,2722.092,2584.196,2778.45390909091,1647.24253650138,0.592863005973112
"b1228","b1228",2615.734,2670.696,3895.249,5659.661,8169.318,7092.114,7593.241,8314.997,1410.02,2416.16,2934.705,4423.584,1123.279,1320.163,1035.42,905.142,1350.708,1638.886,1094.457,1308.774,8001.196,8516.235,3794.98813636364,2361.41590353558,0.622245925068501
"b1229","tpr",2887.289,3459.865,3531.34,2398.638,7850.125,4340.062,6378.493,4296.66,2449.888,1649.142,3645.75,3368.755,1595.176,730.378,1551.018,812.937,642.699,683.122,408.729,495.589,3585.603,3570.722,2742.36272727273,1500.30875052326,0.547086180687451
"b1230","tyrV",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"b1231","tyrT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"b1232","purU",2606.684,5191.731,6028.152,2937.758,8090.426,4952.702,7444.71,3406.324,2374.651,1255.895,4452.809,2197.275,2146.842,753.78,2055.823,973.138,2357.431,2914.434,1575.397,1919.48,5427.229,5106.078,3462.21586363636,1483.67364393077,0.428532969163993
"b1233","ychJ",1248.95,2808.336,4299.64,2132.012,6308.145,3394.539,4896.381,3268.697,1134.232,927.048,2269.25,2056.535,839.275,490.123,741.344,514.134,1749.225,3685.131,808.722,1141.33,4573.237,4156.058,2429.19745454545,1319.22190266814,0.54306902890897
"b1234","rssA",1686.13,1527.017,2684.616,2287.411,7228.597,7104.414,4148.862,5139.812,1037.575,1188.561,1817.828,2231.812,601.116,658.254,535.781,670.224,1423.77,1729.932,545.903,871.586,3385.141,3528.893,2365.14704545455,1728.40996436909,0.730783300636985
"b1235","rssB",5849.104,3031.886,3816.409,5947.221,8169.318,14442.171,6869.551,14930.76,1314.228,1434.17,2641.241,3260.777,577.829,945.871,772.826,1148.87,1770.572,2179.83,986.722,1126.397,5423.468,5032.292,4166.88695454545,3638.72895566678,0.873248781490811
"b1236","galU",3845.619,5216.983,6247.226,4411.336,11779.576,11159.618,10846.936,9133.803,2005.158,1278.734,3867.003,2670.696,1333.96,973.138,1336.737,1277.848,4600.261,4812.264,2205.668,2370.54,6076.395,5732.704,4690.10013636364,2578.43994820392,0.549762238168982
"b1237","hns",2232.586,10775.745,10601.641,2170.783,23074.312,4170.487,20940.38,4396.074,4284.764,2951.024,6219.143,4010.315,2611.205,548.558,2277.918,630.564,5402.832,5891.83,2549.502,3439.54,6714.201,5976.147,5994.0705,4297.50405330872,0.716959210491221
"b1238","tdk",3497.237,3317.774,4527.503,4431.256,7148.872,7540.79,7072.478,6489.988,1623.622,1548.87,3605.541,2408.635,936.088,1249.816,819.159,1026.843,1930.154,2005.158,620.376,728.608,4813.932,4110.22,3247.86,1746.19309145974,0.537644200014699
"b1239","b1239",1749.831,1704.343,2750.542,2767.754,4111.645,4892.988,3548.516,4380.865,1142.121,1199.735,1885.851,2523.132,692.658,763.244,743.403,751.693,492.166,560.667,358.667,425.643,3896.6,4153.178,2067.96554545455,1265.87968489265,0.612137705908639
"b1240","b1240",1675.644,2306.517,3703.054,2552.155,12603.178,4713.229,9371.083,4451.266,1175.045,951.131,2414.485,1778.567,670.689,373.898,709.668,411.002,790.707,732.66,509.345,510.405,3292.574,3140.982,2674.422,2444.45467343074,0.914012326188887
"b1241","adhE",5247.811,11148.021,14730.308,11078.692,22203.508,9657.941,19195.759,8668.1,968.427,1495.591,4228.704,5610.836,971.789,1138.959,1456.712,2312.921,17960.003,34337.562,10858.22,23747.697,13234.353,9462.463,10441.5625909091,7534.53141580065,0.721590408542929
"b1242","ychE",658.938,1150.464,2578.828,2262.183,1256.766,955.757,696.993,704.766,702.084,634.95,1054.98,999.457,732.914,640.254,372.992,397.001,935.439,943.906,401.986,421.971,3482.723,4898.078,1221.97409090909,1025.32375723266,0.839071601321653
"b1243","oppA",9571.305,13734.34,17210.483,11090.217,21633.808,20157.093,17474.941,32429.069,6112.302,7614.323,8719.321,4877.75,15409.154,1228.345,6812.648,3686.408,6216.988,6303.774,2405.298,1991.997,1660.037,1998.913,9924.47790909091,6970.2039820117,0.702324499672364
"b1244","oppB",7506.892,5345.095,6216.988,5028.805,10043.678,17150.94,7744.734,15597.206,2569.016,3361.758,4442.019,4867.617,2143.125,1236.889,1831.741,2252.014,2893.3,3381.623,1328.884,1565.058,1256.766,1079.764,4947.45054545455,3969.52677781634,0.802337838720456
"b1245","oppC",10903.472,5718.813,7831.104,10535.711,12199.209,23846.667,9674.692,24936.995,2134.23,2023.308,4480.674,5016.62,1639.454,1546.724,1326.584,1520.679,1624.748,2320.146,1247.22,932.849,1573.76,1364.352,6109.0005,6418.47285079652,1.05065842616914
"b1246","oppD",3705.622,6711.874,4469.817,2428.753,13554.648,11280.161,10608.992,7723.291,2368.077,4502.467,4069.117,5679.31,1508.606,941.619,1437.653,1011.654,3937.325,4754.243,2162.523,2441.412,473.756,564.958,4378.90354545454,2945.14172877852,0.67257515453513
"b1247","oppF",6003.133,5543.187,6605.72,5512.534,11429.701,10835.664,9877.978,15694.811,1996.836,2539.801,3443.118,3552.207,1235.175,1360.103,1128.742,1232.609,1963.212,2098.292,948.169,954.764,1129.133,1083.137,4371.27390909091,3615.58825917203,0.827124617300397
"b1248","yciU",1720.963,3301.715,3486.346,1992.688,5354.366,3825.679,5712.87,4525.935,934.791,943.252,1508.606,1993.379,482.037,610.141,652.801,719.824,1180.76,1501.824,621.883,755.611,3376.938,4063.48,2239.35859090909,1224.71960225512,0.546906425450125
"b1249","cls",2302.523,2992.219,4434.329,3376.938,7326.965,8220.441,6982.365,7253.693,1227.919,1171.385,2110.691,1992.688,742.373,1014.111,275.613,412.857,2151.31,2586.885,898.89,1076.401,1065.267,1107.43,2760.14968181818,2044.92873477389,0.74087602866046
"b1250","kch",5006.199,2198.799,2682.756,5002.73,5200.736,15559.413,4999.264,13461.019,975.839,1899.626,2350.09,4111.645,506.88,1075.282,594.486,1487.321,827.434,1150.065,504.426,670.689,1276.962,1040.816,3299.2035,3704.62765888652,1.12288546580607
"b1251","yciI",1224.519,2225.633,2798.62,1568.859,7731.325,4600.261,5004.465,3975.719,995.999,930.589,1628.694,2162.523,798.418,884.673,638.481,673.484,1256.33,1612.407,675.588,838.694,3933.233,4477.569,2301.64013636364,1568.99676958318,0.681686396059307
"b1252","tonB",7013.894,5397.217,6251.558,8599.279,10326.044,15076.354,9042.463,13601.706,1556.403,1642.867,3257.388,3775.626,560.667,973.475,844.82,923.841,956.088,926.084,473.1,451.944,6843.412,5671.442,4734.80327272727,3885.01709970371,0.82052344647171
"b1253","yciA",1301.988,1845.121,2655.927,1849.603,4788.971,2829.831,3058.27,2667.921,1098.257,1568.315,2378.77,3227.05,642.699,657.114,466.101,473.592,538.201,588.949,454.772,490.123,1464.812,2517.018,1707.4275,968.942519575676,0.567486771517781
"b1254","yciB",1227.494,1565.6,2015.609,1634.915,3504.517,2930.64,2390.34,2526.632,1250.249,1033.985,2275.551,1820.35,414.147,306.555,325.046,391.671,782.8,840.731,578.631,741.087,2070.122,2741.025,1516.7135,742.418305777401,0.489491460171879
"b1255","yciC",2605.781,3058.27,4214.074,3494.814,6131.397,5736.679,4950.985,4349.096,582.252,682.412,2354.981,3250.622,653.254,1011.654,604.249,987.064,1520.152,1817.828,392.895,368.112,812.655,923.841,2295.59395454545,1521.88198436459,0.662957828997217
"b1256","ompW",2937.758,3234.888,3564.54,2718.321,5256.912,8492.655,4645.12,6881.465,1456.207,1161.682,2877.3,2374.651,599.452,609.93,662.603,721.072,4672.568,17008.874,2443.105,8936.536,3595.558,3516.684,4016.72186363636,3370.56717381718,0.839133823113605
"b1257","yciE",3242.745,2270.824,4017.271,5610.836,11307.56,2992.219,6585.147,3883.118,863.469,1082.386,1755.298,1739.552,1059.377,1156.06,1036.138,1180.351,3129.03,3346.645,1097.116,1294.788,3010.944,2717.379,2926.28422727273,2016.29122182104,0.689027813166395
"b1258","yciF",3215.885,1531.787,1791.559,3489.973,5436.642,10597.968,6154.816,8734.443,698.928,1203.483,1380.045,2143.125,731.899,1105.513,850.696,979.227,781.716,745.208,616.091,534.113,5111.39,4713.229,2843.07890909091,2493.25342928009,0.876955409611661
"b1259","yciG",1797.779,1652.002,2303.321,2453.286,4035.411,4999.264,3139.894,3624.334,930.911,1265.507,2080.191,3604.292,566.33,654.614,542.696,602.159,857.504,830.594,563.003,540.818,1475.512,1896.337,1837.07995454545,1092.37588331083,0.594626205902462
"b1260","trpA",2239.561,3623.078,3848.285,2563.679,6433.999,7153.829,5885.707,6212.68,1433.176,1491.967,2940.814,3732.69,487.244,590.38,570.665,674.418,1427.228,1603.49,781.174,844.82,5585.613,4471.366,2936.17559090909,1772.14588046037,0.603555824776706
"b1261","trpB",3990.904,3726.227,4062.072,5000.997,7774.316,11890.321,7106.877,15276.22,1193.101,1728.734,2538.921,3743.054,527.673,844.82,637.818,996.689,1398.825,1448.155,884.06,777.123,1383.877,1928.816,3584.52727272727,3472.18042355554,0.968657833900019
"b1262","trpC",3769.089,2759.134,2964.35,3246.119,5514.445,9721.748,4860.874,8737.471,1437.653,1687.299,2724.923,3236.009,631.877,797.035,693.619,1029.694,1429.208,1471.427,716.34,833.767,2300.928,2062.245,2846.60245454545,2163.26833826237,0.759947471698432
"b1263","trpD",3815.086,1841.289,2338.714,5266.03,4788.971,13667.862,4568.485,14771.206,848.929,1342.308,2329.008,3547.286,471.79,1731.732,609.93,1530.195,653.707,617.16,341.68,312.887,1321.994,1610.731,3105.77181818182,3638.23213821764,1.17144218931948
"b1264","trpE",3365.255,1573.215,2130.535,3740.46,4307.097,9684.756,3461.064,7388.163,1562.889,1889.777,2928.609,3934.597,658.938,1108.198,581.647,1025.421,893.609,919.369,405.624,465.294,7517.306,6131.397,2985.14636363636,2345.13213242215,0.785600384955804
"b1265","trpL",1987.171,3419.335,3623.078,3361.758,3676.201,3304.005,8516.235,8719.321,831.458,597.378,1965.935,2118.753,598.829,524.937,478.873,525.847,1925.477,1804.02,347.532,471.463,2239.561,2558.354,2436.16004545455,1647.16744172389,0.676132688735791
"b1266","yciV",1585.256,2773.515,3672.381,1891.742,4643.51,4522.798,4874.37,3653.339,1868.934,1111.275,3256.26,2196.514,570.863,449.133,686.921,588.949,1139.749,1241.183,748.833,726.843,1262.878,1137.381,2027.39213636364,1083.86863085873,0.53461222987812
"b1267","yciO",3332.756,3339.694,3910.128,3745.649,7385.603,6716.528,7566.97,5581.743,1820.981,2075.869,2873.314,2808.336,1110.89,1155.659,1030.765,951.79,2582.406,2064.39,1431.687,1518.572,2174.548,2221.78,3063.639,1407.20540303607,0.459324810474103
"b1268","yciQ",5457.407,2019.805,2651.329,6171.904,4349.096,13156.608,4808.929,8783.012,1745.591,3697.924,2926.58,7755.478,1381.481,2140.897,918.095,2649.492,1559.102,1463.797,560.667,549.129,1097.876,934.143,3489.92463636364,2859.03706793517,0.819226019423208
"b1269","rluB",1311.498,2341.147,3461.064,1601.269,4595.48,3276.637,3056.151,2446.494,1309.227,1274.309,2077.309,1672.163,1358.219,1510.175,735.204,686.921,2346.834,1762.613,1729.932,1321.078,3787.421,3533.789,2145.22427272727,762.870782739167,0.355613533017371
"b1270","btuR",2555.695,2456.69,3522.783,3243.869,3318.924,5048.013,3649.543,4143.115,784.158,1014.814,1743.173,2376.298,470.973,626.209,565.546,729.366,754.826,771.755,349.828,345.251,2421.189,3214.77,2004.854,1174.76185113119,0.585958803549381
"b1271","yciK",1722.156,2592.27,3964.711,2886.289,6074.29,6154.816,6308.145,6101.719,1013.408,919.688,2070.839,2014.212,539.134,671.619,664.442,748.573,1116.68,1149.667,424.464,439.129,1159.269,1087.651,2264.68959090909,1659.08324147759,0.732587480481861
"b1272","sohB",3307.442,4403.699,5972.006,5495.367,7166.237,6530.601,7362.602,5808.702,2288.997,2411.14,4476.018,3923.703,1191.035,1216.061,1234.747,929.3,4153.178,4994.069,1822.875,1825.404,5535.508,5961.667,4000.47081818182,1376.19926980044,0.344009325988761
"b1273","yciN",976.178,2807.363,2858.416,1487.836,7677.921,2002.38,2801.532,1913.502,1088.782,682.886,1644.576,1462.783,1121.722,950.472,645.825,470.157,1827.303,2557.467,851.876,1277.848,2963.323,3480.31,1979.56627272727,1359.48743209747,0.686760251893205
"b1274","topA",4269.94,6917.332,8945.832,10907.252,11985.479,19309.19,9634.54,17755.766,2556.581,2570.797,3586.846,5961.667,1005.362,1004.666,981.606,1151.262,2350.09,3217,1573.76,1820.35,6425.086,6647.057,5935.33913636364,4667.0922755256,0.786322764091448
"b1275","cysB",2461.804,5558.577,5861.28,3343.168,7929.422,6826.829,7319.351,4879.44,1588.556,1754.081,2766.795,2422.028,804.808,891.135,932.203,1043.706,5209.756,5638.126,3426.453,4010.315,5778.583,5182.742,3892.23445454545,1567.04357897081,0.40260770446158
"b1276","acnA",4463.625,3620.567,3813.764,5529.756,8152.348,7266.274,7321.888,7956.951,1678.55,2604.878,2887.289,3426.453,756.659,790.433,700.383,856.316,1775.488,1696.094,733.422,816.608,4535.356,4243.385,3437.56759090909,1981.46785561813,0.576415678591534
"b1277","ribA",2374.651,4490.001,5949.283,2675.328,8841.038,4770.749,7067.577,4031.218,1769.345,1557.482,2825.91,2268.464,772.023,653.254,766.159,626.209,4319.055,4645.12,2359.066,2281.869,4293.683,3650.808,3317.64963636364,1570.11595349424,0.473261533190464
"b1278","pgpB",2201.086,2355.798,3213.656,2706.101,4490.001,4795.615,4258.117,4582.757,608.452,553.715,2830.812,3992.288,615.664,852.762,726.843,970.443,1411.976,1989.927,757.446,928.656,1195.17,1146.484,2144.71677272727,1177.03024576152,0.548804513830876
"b1279","yciS",1530.726,2821.018,4409.808,2387.856,10564.962,7009.034,7388.163,5748.62,1320.62,958.743,2407.8,2085.966,913.335,1172.198,708.194,608.031,2158.779,2117.285,853.649,989.462,2561.015,2716.437,2883.25913636364,2140.76756613015,0.742481846023069
"b1280","yciM",1621.935,3105.264,4431.256,2962.296,4916.787,4839.023,4317.558,4426.651,521.853,457.777,2425.388,2832.774,670.457,898.267,621.237,776.585,1724.545,2247.336,814.629,1079.39,1369.089,1170.574,2192.30322727273,1244.40599918506,0.567624945173814
"b1281","pyrF",1845.761,3031.886,5408.452,4093.162,5550.877,5687.189,5359.936,4731.231,1794.666,1226.643,3456.27,2914.434,770.953,798.695,762.715,735.713,1446.65,1953.032,404.922,380.697,2925.566,3654.606,2678.82072727273,1437.76611631419,0.536716063780035
"b1282","yciH",2871.323,2825.91,4449.724,2941.834,7717.939,14868.794,7483.513,8992.459,2094.659,1381.002,3371.091,2678.111,963.072,1032.911,1288.074,832.323,1785.98,1586.355,874.309,991.865,1327.504,986.038,3333.85409090909,3104.13488509405,0.931095003095231
"b1283","osmB",2294.557,3117.124,4543.222,5317.381,8770.844,4543.222,7344.762,4111.645,971.116,527.307,2185.882,1613.525,1464.812,1104.747,1407.579,868.872,3745.649,3193.671,926.727,877.953,4062.072,5889.788,3131.02077272727,1761.5674561204,0.562617620254877
"b1284","yciT",3782.174,4042.41,4405.225,2681.826,7238.625,10117.043,6948.568,7976.278,696.269,1128.742,1608.5,1893.054,677.934,1223.671,730.631,1053.519,2578.828,3815.086,1740.758,1722.753,5245.992,5095.472,3472.87990909091,2203.01526183974,0.634348241087444
"b1285","gmr",2969.491,2892.297,3595.558,4666.095,4497.788,7156.309,5002.73,6819.735,1281.395,1828.57,2178.32,3067.824,666.056,1254.155,720.573,1210.175,635.611,807.882,439.89,469.506,1554.247,1189.385,2495.61781818182,1708.32627742707,0.68453040564988
"b1286","rnb",6841.04,6746.858,9624.527,7268.792,10656.898,13955.053,9413.399,14740.522,1829.838,2995.332,3269.83,5356.222,786.88,1131.484,874.309,1336.274,2643.072,4073.35,1262.878,2099.02,7871.921,5920.486,5486.27204545455,3534.67773268243,0.644276788208299
"b1287","yciW",3121.449,2082.355,3038.198,3628.104,5206.146,7062.68,5211.562,5369.232,651.219,675.12,2817.11,4011.706,749.872,1182.398,736.479,1272.544,1031.122,1048.419,505.652,512,1381.002,1546.188,2401.8435,1600.96341413993,0.666556090827702
"b1288","fabI",2377.946,7406.109,12233.079,3447.895,18381.922,9358.1,16024.592,6841.04,4640.292,1312.407,7734.005,2026.817,2194.231,730.378,2152.056,773.094,5016.62,6103.834,3081.677,3032.937,1140.539,1434.667,5338.37440909091,3845.36178140186,0.720324482084556
"b1289","ycjD",1506.516,1316.964,1364.352,1216.061,9802.948,4429.721,5011.407,4255.167,975.839,947.183,1871.527,2042.33,1063.423,1100.162,523.121,500.422,790.981,719.325,499.209,554.291,548.558,381.754,1882.78459090909,1968.95345641639,1.04576671485594
"b1290","sapF",1897.652,2005.853,3172.71,2356.614,5591.424,7852.847,4570.068,5556.651,959.075,833.189,2532.769,2027.519,649.867,885.286,678.404,881.612,968.763,1045.516,534.854,577.229,3549.746,3314.326,2383.72609090909,1713.63860291212,0.718890735578843
"b1291","sapD",3199.21,3188.142,4376.312,4726.315,8015.073,9124.312,8143.877,10575.953,765.098,683.359,2687.409,2005.853,1025.421,1513.843,884.673,1013.408,998.764,1133.053,714.109,574.435,3554.67,3537.465,3292.76154545455,2561.95135299483,0.778055537161945
"b1292","sapC",2070.122,2195.753,3092.376,2645.821,5539.346,7233.609,5472.559,6131.397,1634.349,1089.537,2758.178,2000.992,717.831,669.296,817.458,681.703,1111.66,992.897,538.014,552.756,957.415,808.442,2259.61413636364,1691.42979180266,0.748548066053727
"b1293","sapB",3113.885,2552.155,3336.223,4952.702,6660.894,11366.496,6321.276,11159.618,652.801,918.732,2070.122,2060.102,678.404,1351.176,811.248,1343.704,714.356,732.914,479.87,338.615,832.9,855.13,2877.42377272727,2953.41035566308,1.02640785262707
"b1294","sapA",3229.287,2674.401,3970.211,4048.018,6445.158,10899.694,6857.657,8082.019,1621.373,1644.006,2939.795,3109.571,840.439,981.606,814.347,1020.104,1480.635,1700.803,757.446,883.447,1052.789,1060.111,3005.13259090909,2353.41395899677,0.783131488479461
"b1295","ymjA",1798.402,2705.163,2793.775,1876.723,4899.776,3094.52,4219.92,3063.574,895.78,771.221,1697.27,1941.559,557.953,502.855,704.766,579.635,689.306,882.223,470.32,565.938,838.984,922.561,1657.82836363636,993.619235515248,0.599349882840582
"b1296","puuP",3477.898,1545.652,2144.611,4209.695,3677.475,11032.713,4633.864,9127.474,883.141,1053.884,2369.719,2602.171,526.03,1013.408,590.789,1077.521,1073.049,1047.33,338.497,326.967,4103.104,3752.145,2754.86986363636,2492.46424036696,0.904748450468353
"b1297","puuA",2004.463,1062.318,907.969,1702.572,3369.923,7910.208,3358.264,6305.959,790.159,1099.019,1936.855,2153.548,449.601,746.242,469.994,760.867,501.637,485.558,340.615,360.037,1200.567,1146.086,1775.56640909091,1773.36264450925,0.998758838548433
"b1298","puuD",2445.646,1913.502,2752.449,2931.656,2828.85,4124.49,2718.321,3889.853,1100.543,1182.808,2126.846,2096.112,691.699,648.966,744.692,672.551,859.289,860.481,386.011,436.398,1021.519,1174.231,1709.40513636364,925.446819195721,0.541385303875005
"b1299","puuR",2928.609,2892.297,4006.148,5163.022,8480.89,11927.466,7342.217,10869.515,1387.238,2326.588,2553.039,3712.049,1014.111,1503.386,848.047,885.286,1030.051,704.033,819.443,659.624,1425.251,1443.144,3360.06609090909,2960.20875644197,0.880997181707537
"b1300","puuC",2327.394,1480.122,2083.798,3709.477,3841.622,6900.571,3140.982,6512.519,1389.163,1636.049,2664.225,3522.783,1196.828,1133.839,1161.28,1157.262,852.762,895.159,488.258,565.938,4091.744,3491.182,2465.58895454546,1551.2774528671,0.629171156046603
"b1301","puuB",2052.975,1004.666,1771.186,2580.616,2536.283,7030.931,3653.339,5780.586,927.369,935.115,2198.799,2027.519,824.857,619.947,834.923,628.819,728.608,653.933,333.028,347.411,951.131,978.549,1790.93590909091,1539.81782727089,0.859783881407855
"b1302","puuE",2968.462,1632.084,1896.995,2669.77,3608.041,8629.134,4609.837,8020.631,1080.887,1114.36,2111.423,2262.967,902.323,1034.344,881.306,838.984,913.651,875.826,472.28,410.859,2921.513,2293.762,2370.42904545454,1958.52136580005,0.826230749051798
"b1303","pspF",2687.409,1884.544,2408.635,3827.005,5616.673,9374.331,5076.083,8650.093,1003.274,1354.458,1732.933,2233.36,751.172,1075.655,693.619,1117.454,626.643,718.329,NA,NA,3411.05,3600.546,NA,NA,NA
"b1304","pspA",2818.086,5090.177,5197.132,3300.571,9515.08,6756.217,8807.397,5218.791,3289.152,3011.987,4918.491,4389.984,2252.014,806.203,1945.601,1195.999,14135.154,20185.056,6647.057,9551.423,4616.232,3659.675,5786.70359090909,3926.14171798179,0.678476382330998
"b1305","pspB",2451.587,3636.916,3788.734,4355.13,7707.247,5337.691,7268.792,6447.392,2217.164,1324.746,3795.305,2740.076,979.227,599.867,1026.843,684.07,2530.137,2819.063,1732.933,1599.051,4928.729,6009.378,3362.73081818182,1570.64944246066,0.467075578565009
"b1306","pspC",2343.583,2358.248,2476.351,2216.396,6436.229,5374.817,3867.003,4510.276,1703.752,1413.935,2922.526,2772.554,625.558,400.873,895.78,749.092,1605.715,1559.643,911.753,927.691,3151.887,3213.656,2383.51445454545,1280.71121230724,0.537320514194856
"b1307","pspD",3058.27,3395.716,4029.821,4449.724,8410.641,5427.229,6624.06,6108.066,1550.481,1545.117,2959.217,2681.826,663.292,457.142,914.919,539.134,923.841,845.992,900.449,643.368,1043.706,1097.876,2648.63122727273,1880.58581701162,0.710021764316372
"b1308","pspE",2027.519,4785.653,5255.091,2159.528,12123.343,4825.625,8701.208,4942.413,3336.223,1560.724,5326.603,2377.122,714.852,392.487,1104.364,539.321,3624.334,4533.784,1887.159,3027.686,3480.31,3017.211,3624.66181818182,2105.71652991756,0.580941515524286
"b1309","ycjM",3052.975,1656.589,2231.812,5014.882,4431.256,8149.524,3610.543,6879.08,1237.746,2363.157,2170.031,3713.336,687.397,1572.67,698.928,1423.276,765.894,850.991,391.671,475.236,3840.291,4368.735,2708.45545454545,1837.11705826255,0.678289559896367
"b1310","ycjN",3036.092,1876.723,2203.376,3718.487,3268.697,6425.086,3908.773,5742.646,1004.666,2309.716,2210.259,3458.666,658.71,1094.837,677.934,1044.792,871.889,810.125,492.166,444.18,2852.478,3087.022,2327.15090909091,1386.4048825983,0.595752031886875
"b1311","ycjO",2260.616,1686.13,2365.616,3531.34,3439.54,6005.214,3456.27,5748.62,991.521,997.726,1956.419,2418.673,518.967,870.983,650.543,828.582,1209.336,1264.192,437.155,443.257,3580.636,3125.779,2172.14159090909,1367.21569865391,0.629432125592558
"b1312","ycjP",3057.21,2108.498,3081.677,4319.055,5472.559,8989.343,5423.468,7595.873,1199.319,1362.462,2617.547,2990.146,625.775,866.166,676.994,932.526,571.655,455.403,507.583,543.637,3209.204,3336.223,2724.65104545455,2067.42305850631,0.75878452837303
"b1313","ycjQ",2503.1,1671.005,1984.418,2835.721,4792.292,9048.732,4469.817,7465.38,1004.318,1164.908,2185.882,2824.931,381.754,599.452,490.803,687.397,995.999,841.022,341.561,370.159,2526.632,2704.226,2358.61404545455,2041.74844050274,0.865656017116297
"b1314","ycjR",3246.119,1517.52,1980.295,2917.466,3368.755,10155.685,3671.108,7393.286,828.869,1205.152,2187.398,2423.708,473.428,862.87,527.125,1019.75,507.056,521.311,381.357,368.878,3191.458,2994.294,2351.94945454545,2183.8156273645,0.928512992974396
"b1315","ycjS",2293.762,1497.666,2070.839,3565.775,4011.706,6174.044,3972.964,6965.446,1028.268,1729.333,1660.613,2794.743,482.371,710.16,504.776,816.042,584.679,599.867,354.588,438.368,1014.814,845.113,2005.26986363636,1642.70198248832,0.819192474926762
"b1316","ycjT",4029.821,1910.189,2116.552,4024.238,3904.711,8945.832,4140.244,8206.208,1097.116,1810.911,2486.671,2986.003,724.077,1156.861,662.143,966.751,1093.699,944.234,643.145,680.759,2099.02,1618.565,2556.71590909091,2026.92405974145,0.792784232512623
"b1317","ycjU",2204.904,1752.866,2502.232,5483.951,2833.756,5125.582,3123.613,4598.667,494.045,529.138,2026.817,2807.363,512.533,581.849,524.937,790.159,744.692,699.17,309.008,294.985,785.518,866.166,1799.63413636364,1429.38095258948,0.794261968978711
"b1318","b1318",2416.997,1728.135,2219.471,3875.052,4183.515,6380.704,3187.037,5728.731,1196.413,2221.78,2208.728,3403.964,499.728,918.413,574.435,968.763,867.067,747.536,517.351,430.241,3795.305,3317.774,2335.77909090909,1466.26559042818,0.627741551474161
"b1319","ompG",3773.009,1591.862,1751.651,3778.244,3190.352,7926.674,4593.888,6546.463,781.174,1657.163,1985.794,2849.514,518.248,985.355,509.875,960.739,468.368,400.179,370.415,369.902,1237.317,920.963,2143.96131818182,1821.59478444305,0.849639762151981
"b1320","ycjW",2975.672,2107.037,3248.369,6376.283,6242.897,6728.177,4060.664,7530.344,1144.102,2698.609,2477.209,4788.971,642.477,990.834,592.635,1023.29,639.588,776.585,577.629,745.467,4151.739,4361.171,2949.0795,1968.76431457213,0.667586043228786
"b1321","ycjX",3035.04,4446.64,3993.672,3919.625,9459.184,5810.715,7798.603,7398.412,2521.384,2342.771,3320.075,2655.927,1260.692,978.21,1084.64,638.702,1285.844,1386.758,548.748,638.26,1042.622,1018.337,3026.58459090909,2065.16670451816,0.682342304497706
